index,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3
138,Big Eyes,2014,Way Faire Inn on Leidesdorff,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
139,Big Eyes,2014,Harry's Bar on Fillmore,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz
140,Big Sur,2013,"Tosca Café (242 Columbus Avenue, North Beach)",,3311 Productions,,Michael Polish,Jack Kerouac & Michael Polish,Josh Lucas,Kate Bosworth,Stana Katic
141,Big Trouble in Little China,1986,,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,John Carpenter,Gary Goldman,Kurt Russell,Kim Catrall,James Hong
142,Birdman of Alcatraz,1962,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Norma Productions,United Artists,John Frankenheimer,Guy Trosper,Burt Lancaster,Karl Maden,Thelma Ritter
143,Birdman of Alcatraz,1962,Pier 43 1/2,,Norma Productions,United Artists,John Frankenheimer,Guy Trosper,Burt Lancaster,Karl Maden,Thelma Ritter
144,Birth of the Dragon,2016,Lands End Trail at Eagles Point/ Lincoln Park Golf Course,The character of Steve McKee was based on actor Steve McQueen who studied with Bruce Lee in the later 60's.,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
145,Birth of the Dragon,2016,Pier 45 - Jeremiah O'Brien Liberty Ship,The SS Jeremiah O'Brien is a rare survivor of the invasion at Normandy on D-Day in WWII.,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
146,Birth of the Dragon,2016,Leavenworth at Green,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
147,Birth of the Dragon,2016,Leavenworth at Union,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
148,Birth of the Dragon,2016,Hyde at Union,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
149,Birth of the Dragon,2016,California at Grant,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
150,Birth of the Dragon,2016,Grant between Bush and Broadway,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
151,Birth of the Dragon,2016,California at Mason,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
152,Birth of the Dragon,2016,Spofford between Clay and Washington,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
153,Birth of the Dragon,2016,Twin Peaks Blvd.,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
154,Birth of the Dragon,2016,Waverly Pl between Washington and Sacramento,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi ,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia
155,Blue Jasmine,2013,Jones & Pacific,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
156,Blue Jasmine,2013,Pacific & Divisadero,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
157,Blue Jasmine,2013,Lombard & Hyde,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
158,Blue Jasmine,2013,5546 Geary Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
159,Blue Jasmine,2013,2898 Broadway,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
160,Blue Jasmine,2013,Motel Capri,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
161,Blue Jasmine,2013,Marina Green,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
162,Blue Jasmine,2013,Ocean Beach at Lincoln,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
163,Blue Jasmine,2013,Heald College,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
164,Blue Jasmine,2013,Marina Blvd from Laguna to Baker,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
165,Blue Jasmine,2013,330 Santa Clara Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
166,Blue Jasmine,2013,200 Post St. ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
167,Blue Jasmine,2013,2179 48th Ave,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
168,Blue Jasmine,2013,The Ramp Restaurant,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
169,Blue Jasmine,2013,303-305 S. Van Ness,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
170,Blue Jasmine,2013,3563 20th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
171,Blue Jasmine,2013,Taylor & Green St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
172,Blue Jasmine,2013,Grant & Washington St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
173,Blue Jasmine,2013,2934 24th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
174,Blue Jasmine,2013,1138 Alabama St,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
175,Blue Jasmine,2013,South Park,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
176,Blue Jasmine,2013,2915 16th St.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
177,Blue Jasmine,2013,Trolley Car from Market and 11th,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
178,Blue Jasmine,2013,Real Guitars,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
179,Blue Jasmine,2013,Aub Zam Zam Bar,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
180,Blue Jasmine,2013,790 Ulloa ,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
181,Blue Jasmine,2013,SFO International Airport Terminal 3,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
182,Blue Jasmine,2013,2178 Palou Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard
183,Boys and Girls,2000,1122 Folsom Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
184,Boys and Girls,2000,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
185,Boys and Girls,2000,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
186,Boys and Girls,2000,Fisherman's Wharf,"Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
187,Boys and Girls,2000,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
188,Boys and Girls,2000,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
189,Boys and Girls,2000,City Hall,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
190,Boys and Girls,2000,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
191,Boys and Girls,2000,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
192,Boys and Girls,2000,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
193,Boys and Girls,2000,Alcatraz Island,Alcatraz Island was a military fort before it became a prison.,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
194,Boys and Girls,2000,628 Cole Street,,Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,
195,Broken-A Modern Love Story ,2010,Ina Coolbrith Park (1700 Taylor Street),,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,,,
196,Broken-A Modern Love Story ,2010,0-100 block Halleck Street,,RKW Films,,Ryan K. Whiting,Ryan K. Whiting,,,
197,"Budding Prospects, Pilot",2017,3050 24th Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
198,"Budding Prospects, Pilot",2017,3033 24th Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
199,"Budding Prospects, Pilot",2017,2937 24th Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
200,"Budding Prospects, Pilot",2017,1167 Alabama Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
201,"Budding Prospects, Pilot",2017,1641 York Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
202,"Budding Prospects, Pilot",2017,Bernal Heights Boulevard,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
203,"Budding Prospects, Pilot",2017,40 Prentiss Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
204,"Budding Prospects, Pilot",2017,500 Cortland Avenue,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
205,"Budding Prospects, Pilot",2017,Lucky Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
206,"Budding Prospects, Pilot",2017,1125 Guerrero Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
207,"Budding Prospects, Pilot",2017,Gough Street & Clay Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
208,"Budding Prospects, Pilot",2017,2007 Franklin Street,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
209,"Budding Prospects, Pilot",2017,951 Hudson Avenue,,Picrow Streaming Inc.,Amazon ,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore
210,Bullitt,1968,Bayshore Blvd near Cesar Chavez (Bayview),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
211,Bullitt,1968,Taylor & Vallejo Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
212,Burglar,1987,1627 Haight Street,,Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,
213,Bullitt,1968,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County. ,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
214,Bullitt,1968,McLaren Park (Visitacion  Valley),"McLaren Park is the 2nd largest park in San Francisco, after Golden Gate Park.","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
215,Bullitt,1968,Mark Hopkins Hotel (999 California Street),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
216,Bullitt,1968,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition. ","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
217,Bullitt,1968,Mansell & University Streets (Visitacion  Valley),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
218,Bullitt,1968,Larkin & Francisco Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
219,Bullitt,1968,Larkin & Chestnut Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
220,Bullitt,1968,Kennedy Hotel (226 Embarcadero at Howard Street),Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
221,Bullitt,1968,John Muir Drive (Lake Merced),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
222,Bullitt,1968,Intersection of York & Peralta (Bernal Heights),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
223,Bullitt,1968,Filbert & Taylor Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
224,Bullitt,1968,Enrico's Café (504 Broadway),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
225,Bullitt,1968,Columbus & Lombard Streets (North Beach),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
226,Bullitt,1968,Cesar Chavez & Mission Street (Mission),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
227,Bullitt,1968,"Candlestick Park Exit, Highway 101",,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
228,Bullitt,1968,Café Cantata (2040 Union Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
229,Bullitt,1968,Brocklebank Apartments (1000 Mason Street),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
230,Bullitt,1968,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ","Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
231,Bullitt,1968,2700 Vallejo Street (Pacific Heights),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn
